Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Fully specified name:es,Short name:es,Description:es,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1200
066d1f0f-6303-46d8-99fa-c9278b60a072,,,Diagnosis Set of Sets,,,Conjunto de conjuntos de diagnosticos,Conjunto de conjuntos de diagnosticos,,ConvSet,N/A,,,Unclassified,,,,,,,,
